,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Funded_year,Founded_before_2014
2127,Picxy,2015.3634204275534,Hyderabad,Media,Stock photo industry,Jitendra Emmani,"FirstCheque, Angellist India, Aakrit Vaish, Ranjith Radhakrishnan",250000.0,Series A,2020,False
2128,Krimanshi,2015.3634204275534,Jodhpur,Agritech,Sustainable system to feed animals by valorizing food residues and surplus into highly nutritious feeds,Nikhil Bohra,Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Series A,2020,False
2129,NEETprep,2015.3634204275534,Delhi,Edtech,Provides crash course for NEET preparation,Kapil Gupta,IndiaQuotient,3000000.0,Series A,2020,False
2130,Dot Pvt. Ltd,2015.3634204275534,Gurugram,Fintech,It provides digital transformation and commerce solutions to brick and mortar outlets,Shailaz Nag,"PayU, Fosun RZ Capital",8000000.0,Seed Round,2020,False
2131,Kuku FM,2015.3634204275534,Mumbai,Media,A podcast platform,"Lal Chand Bisu, Vikas Goyal, Vinod Kumar Meena",Vertex Ventures,5500000.0,Series A,2020,False
2132,SuperMoney,2018.0,Mumbai,Fintech,Provides financial tools for effective business making,Nikhil Banerjee,Unitus Ventures.,1000000.0,Pre series A,2020,False
2133,Rebel Foods,2015.3634204275534,India,Food tech,It runs internet kitchen,"Jaydeep Barman, Kallol Bannerjee",Alteria Capital,4900000.0,Series A,2020,False
2134,AlphaVector,2015.0,Bangalore,E tailor,It sells modern age bicycles named FROG,Sachin Chopra,"Avaana Capital, Titan Capital",3000000.0,Series A,2020,False
2135,Fox Capital,2019.0,Jaipur,Fintech,Digital lending startup,Rakesh Sharma,Institutional Investors,2500000.0,Series A,2020,False
2136,Tribe Theory,2015.3634204275534,Bangalore,Accomodation,An entrepreneur-focused hostel chain present in multiple locations across the world.,Katie Russel and Daniel Wiegand,Tim Draper,3500000.0,Series A,2020,False
2137,Fleetx,2015.3634204275534,India,SaaS,Fleet management and predictive analytics platform,"Vineet Sharma, Abhay Jeet Gupta, Udbhav Rai, Parveen Kataria, Vishal Misra",Beenext,1402400.0,Series A,2020,False
2138,Embibe,2015.3634204275534,Mumbai,Edtech,It provides AI-based data analytics to personalise learning outcomes,Aditi Avasthi,Reliance Industries Limited (RIL),12618300.0,Series A,2020,False
2139,Entri,2017.0,Kochi,Edtech,It is a app that provides different types of learning content in local languages,"Mohammed Hisamuddin, Rahul Ramesh",Good Capital,1400000.0,Seed Round,2020,False
2140,Oye! Rickshaw,2015.3634204275534,India,E-mobility,App-based electric rickshaw hailing service,Akash Deep,Chiratae Ventures,10000000.0,Series A,2020,False
2141,Seal Professional,2012.0,Bangalore,Edtech,Trains students in managemnt and leadership skills and also helps in placement,Unknown,Equanimity Ventures,3000000.0,Pre series A,2020,True
2142,Sprinng Foods,2015.3634204275534,Mumbai,Food,Provides Gluten-free food,Tarun Khanna,"Mistletoe, Info Edge Asia",3000000.0,Series A,2020,False
2143,1MG,2015.0,Gurugram,Healthtech,Online pharmacy,"Prashant Tandon, Gaurav Agarwal, Vikas Chauhan",Bill & Melinda Gates Foundation,9900000.0,Series A,2020,False
2144,Aagey,2015.3634204275534,Bangalore,Fintech,Provides financial assistance to MSMEs,Akaash Shankar,"JITO Angel Network, Ketan Kothari, Girish Jain, Sunil Singhvi, Vinay Jain",3000000.0,Series A,2020,False
2145,Doubtnut,2017.0,Gurugram,Edtech,Multi-lingual digital solutions platform for students,"Tanushri Nagori, Aditya Shankar",Tencent,15000000.0,Series A,2020,False
2146,AdonMo,2017.0,Bangalore,Ad-tech,It is an online and outdoor advertising company,"Sandeep Bommireddi, Sravanth Gajula",Ant Financial,3000000.0,Series A,2020,False
2147,RACEnergy,2018.0,India,E-mobility,It builds electric vehicles and supporting infrastructure,"Arun Sreyas, Gautham Maheswaran","GrowX ventures, Prophetic Ventures",3000000.0,Seed Round,2020,False
2148,BharatPe,2018.0,Delhi,Fintech,Digital payments platform,Ashneer Grover,Coatue Management,100000000.0,Series A,2020,False
2149,Kisan Network,2015.0,Gurugram,Agritech,Integrated supply chain for farmers to sell their produce directly to buyers,"Aditya Agarwalla, Sanjay Agarwalla",Atsushi Taira,3000000.0,Seed Round,2020,False
2150,Vogo,2016.0,Bangalore,Automotive,A scooter-sharing platform allowing users to rent a two-wheeler from specific designated pick up points,"Anand Ayyadurai, Padmanabhan Balakrishnan, Sanchit Mittal",Lightstone Aspada,35000000.0,Series C,2020,False
2151,Yolo,2019.0,Gurugram,Transport,Intercity transportation startup,"Shailesh Gupta, Mukul Shah, Danish Chopra",Undisclosed,600000.0,Seed Round,2020,False
2152,Unotech,2011.0,Mumbai,SaaS,It develops fully-customisable open source software,Vikash Jha,Manish Choksi,2000000.0,Series A,2020,True
2153,Zetwerk,2018.0,Bangalore,Marketplace,B2B marketplace that connects manufacturing companies for industrial equipements,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",InnoVen capital,2200000.0,Series A,2020,False
2154,CureSkin,2017.0,Bangalore,Healthtech,Provides a treatment solution for skincare and hair fall issues with an artificial intelligence-enabled solution,"Guna Kakulapati, Rama Rajanna, Charu Sharma",SenseAI Ventures,500000.0,Series A,2020,False
2155,WizKlub,2018.0,Bangalore,Edtech,Helps students solve problems at complex level,Amit Bansal,Incubate Fund India,982530.0,Seed Funding,2020,False
2156,Interviewbit,2014.0,Pune,Edtech,Platform that provides coding and interview preparation course by industry professionals from tech companies,Abhimanyu Saxena,"Tiger Global Management, Sequoia Capital India, Singapore’s Economic Development Board (EBD)",200000000.0,Series A,2020,False
2157,MoneyTap,2016.0,India,Fintech,App-based consumer credit line that gives customers access to credit on tap.,"Bala Parthasarathy, Anuj Kacker, Kunal Varma","Aquiline Technology Growth (ATG), RTP Global, Sequoia India",70185200.0,Series B,2020,False
2158,Uniplatform Tech,2015.0,Delhi,SaaS,Runs real estate SaaS platform MultiplyMyLeads.com.,"Rohit Manghnani, Amit K Jaiswal, Iccha Manghnani","Frontline Strategy Finds, SucSEED Venture Partners LLP",3000000.0,Series A,2020,False
2159,INdwealth,2015.3634204275534,Gurugram,Fintech,An Artificial Intelligence and Machine learning based wealth management platform,Ashish Kashyap,"Tiger Global, Steadview Capital, DF International Private Partners",12000000.0,Series C,2020,False
2160,Bizongo,2015.0,Mumbai,Marketplace,A B2B marketplace for packaging materials,"Sachin Agarwal, Aniket Deb, Ankit Tomar",Schroder Adveq,30000000.0,Series C,2020,False
2161,AppsFlyer,2011.0,Bangalore,SaaS,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D,2020,True
2162,Digit Insurance,2015.3634204275534,Bangalore,Insurtech,General Insurance Company,Kamesh Goyal,"A91 Partners, Faering Capital, TVS Capital",84000000.0,Series A,2020,False
2163,Livspace,2014.0,Bangalore,Interior Design,It offers end-to-end home design experience for homeowners and home designers,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Tahoe Investment Group, Mercer Investment",60000000.0,Series D,2020,False
2164,GetVantage,2015.3634204275534,Mumbai,Fintech,Revenue based finance provider,Bhavik Vasa,"Samyakth Capital, Venture Catalysts",3000000.0,Seed Round,2020,False
2165,Konfinity,2018.0,Noida,Edtech,Provides online coding courses,"Navratn Singh, Kamal Pandey",Angel investors,3000000.0,Series A,2020,False
2166,Pine Labs,2015.3634204275534,Noida,Fintech,Retail payment and hardware company,"Lokvir Kapoor, Rajul Garg, Tarun Upaday",Mastercard,3000000.0,Series A,2020,False
2167,Instoried,2015.3634204275534,Delhi,SaaS,Augmented writing platform which improves customer interest and engagement.,Sharmin Ali,"SOSV, Chinaccelerator",3000000.0,Series A,2020,False
2168,Nupay,2015.3634204275534,Haryana,Neo-banking,"Integrated platform for Receivables and Payables automation, Electronic Invoicing, Reconciliations and Bank payouts","Neeraj Singh, Alok Arora",Venture Catalysts,3000000.0,Series A,2020,False
2169,LogiNext,2015.3634204275534,India,Transport Automation,"It helps logistics companies to improve internal operations, optimise delivery networks and provide customer service","Dhruvil Sanghvi, Manisha Raisinghani","Tiger Global, Steadview Capital",39000000.0,Series B,2020,False
2170,Samosa Singh,2016.0,Bangalore,Food,Offers hygienic Indian Snacks,"Shikhar Veer Singh, Nidhi Singh",She Capital,2700000.0,Series A,2020,False
2171,Crysta,2018.0,Delhi,Healthtech,Offers diagnostic and screening services with regular counselling and clinical data management,Unknown,"Green Shots Capital, Alfa Ventures, Real Time Venture, Petrotech, Steel City Securities, Lalit Wadhwa, Dr Kriti Maroli",1403400.0,Pre Series A,2020,False
2172,Eupheus Learning,2017.0,New Delhi,Edtech,"Provides technology-led, subscription-based learning solutions to schools","Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Yuj Ventures,4300000.0,Series A,2020,False
2173,Bounce,2014.0,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",105000000.0,Series D,2020,False
2174,Park+,2015.3634204275534,India,Techonology,It is engaged in bringing digitization in parking,Amit Lakhotia,"Sequoia Capital, Matrix Partners India",11000000.0,Series A,2020,False
2175,Goodmylk,2017.0,Bangalore,Dairy,Provides Vegan dairy products,Abhay Rangan,"Ginni International, Elisa Khong, Sandeep Singh, VegInvest",400000.0,Seed Round,2020,False
2176,SmartKarrot,2019.0,India,SaaS,It tracks customers’ real-time digital behaviour,"Prithwi Dasgupta, Arnab Chatterjee",Angel investors,1000000.0,Series A,2020,False
2177,Skylo,2017.0,India,IoT,Provides affordable and ever present network that connects machines or sensors,Trivedi,SoftBank Group,103000000.0,Series B,2020,False
2178,Tea Trunk,2013.0,Goa,Beverage,Global premium tea brand,"Snigdha Manchanda, Vikas Kumar, Aishwarya Malhi",Angel investors,220000.0,Series A,2020,True
2179,Zoomcar,2013.0,Bangalore,Transport & Rentals,A car rental service platform,"Greg Moran, David Back",Sony Innovation Fund,30000000.0,Series D,2020,True
2180,Mera Cashier,2019.0,Noida,Fintech,App meant for small and micro businessmen to manage their transactions digitally,"Suneel Kumar, Sucharita Reddy, Gaurav Tomar, Akhilesh Nigam,","Amit Singal, Manish Aggarwal",250000.0,Seed Round,2020,False
2181,Samya AI,2019.0,India,SaaS,Revenue growth AI startup in the consumer packed goods (CPG) space,"Shailendra Singh, Deepinder Dhingra, Pavan Palety",Sequoia India,6000000.0,Seed Round,2020,False
2182,Kristal AI,2016.0,India,AI,Provides Algorithm-based financial services,"Asheesh Chanda, Vineeth Narasimhan",Chiratae Ventures,6000000.0,Series A,2020,False
2183,Invento Robotics,2015.3634204275534,India,AI Robotics,Known for Mitra Series of Robots,"Balaji Viswanathan, Be Limitless Inc., Zingfin.com, NalandaU","Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed Round,2020,False
2184,Zimyo,2018.0,Gurugram,HR tech,Automates everyday HR processes with integrated solutions,"Kumar Mayank, Ajay Kadyan",Yatra Angel Network (YAN),3000000.0,Series A,2020,False
2185,Sabse Sasta Dukaan,2016.0,Kolkata,Pharmaceutical,Online pharmacy dealing in medicines,"Anish Agarwal, Anant Jain",Angel investors,3000000.0,Series A,2020,False
2186,Fitphilia,2015.3634204275534,Mumbai,Healthtech,Provides IoT-enabled treadmill,Nirav Patil,Angel investors,3000000.0,Series A,2020,False
2187,Medicus,2015.3634204275534,Mumbai,Healthtech,AI-based platform that explains and interprets blood tests and medical reports,"Bhavesh Shah, Manav Shah",Angel investors,12700.0,Series A,2020,False
2188,Monech,2015.3634204275534,Mumbai,Fintech,Automated platform which will help users to take their financial decisions,Unknown,Angel investors,12700.0,Seed Round,2020,False
2189,Teach Us,2015.3634204275534,India,Edtech,Educational portal which enables the students to access information related to education at one common platform,Unknown,Angel investors,12700.0,Seed Round,2020,False
2190,Dealberg,2015.3634204275534,Bangalore,B2B marketplace,Deals in office supplies,Abhishek Emmanuel,Undisclosed,3000000.0,Series A,2020,False
2191,Phenom People,2010.0,India,HR tech,It redefines the means to search for a job and recruit top talent,Mahe Bayireddi,WestBridge Capital,30000000.0,Series C,2020,True
2192,Extra Edge,2015.3634204275534,Pune,Edtech,Admission Marketing Automation software for the education industry,Kavita Dhillon,"Sprout Venture Partners, Indian Angel Network",700000.0,Pre Series A,2020,False
2193,Capital Quotient,2016.0,Bangalore,Fintech,Investment advisor,Sousthav Chakrabarty,Undisclosed,600000.0,Series A,2020,False
2194,Karfa,2015.3634204275534,Delhi,Ecommerce,It sells products crafted by artisans,Kartikeya Goel,Undisclosed,25000.0,Seed Round,2020,False
2195,Gamerji,2019.0,India,Gaming,Esports tournament platform,"Soham Thacker, Varun Gajjar",La Gajjar Group,400000.0,Series A,2020,False
2196,Bounce,2014.0,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,"Vivekananda Hallekere, Anil Giri Raju,Arun Agni","Accel Partners, B Capital",97500000.0,Series D,2020,False
2197,Zinier,2015.0,Bangalore,Automation,Provides intelligent field service automation,Arka Dhar,ICONIQ Capital,90000000.0,Series C,2020,False
2198,ProEves,2016.0,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers","Divya Agarwal, Ketika Kapoor",1Crowd,507000.0,Seed Round,2020,False
2199,Toddle,2015.3634204275534,Bengaluru,Fintech,Collaboration and productivity platform for teachers across the world,"Deepanshu Arora, Parita Parekh",Matrix Partners India,3000000.0,Series A,2020,False
2200,Aesthetic Nutrition,2018.0,India,Food diet,Markets and sells chewable dietary supplements,Divij Bajaj,DSG Consumer Partners,3000000.0,Pre Series A,2020,False
2201,Capital Float,2013.0,Bangalore,Fintech,Digital lending,"Gaurav Hinduja, Sashank Rishyasringa","Sequoia Capital, Ribbit Capital, Amazon, Saif Partners",15000000.0,Series A,2020,True
2202,Ninjacart,2015.0,Bangalore,B2B Agritech,Online grocery delivery platform,"Thirukumaran Nagarajan, Sharath Loganathan, Sachin Jose, Kartheeswaran KK, Vasudevan Chinnathambi","Flipkart India, Singapore-based GEC3",10000000.0,Series C,2020,False
2203,TechnifyBiz,2017.0,India,B2B Agritech,Online marketplace for non-perishable food items,"Akash Sharma, Abhishek Agarwal","Omnivore, Insitor Impact Asia Fund",2000000.0,Seed Round,2020,False
2204,Wysh,2019.0,Hyderabad,E-connect,Celebrity engagement and wishing platform,"Mahesh Gogineni, Varun MS, Manan Maheshwari",Kalaari Capital,2000000.0,Series A,2020,False
2205,Keito,2016.0,Pune,AI,Enterprise productivity startup,Amal PS,Suma Soft Pvt Ltd,160000.0,Seed Round,2020,False
2206,Klub,2019.0,India,Fintech,Provides growth financing to high-affinity brands,"Anurakt Jain, Ishita Verma",Sequoia Surge,2000000.0,Pre seed round,2020,False
2207,Aadhar,2017.0,Mumbai,Ecommerce,Ayurveda wellness and lifestyle consumer brand,Unknown,"Sprout Venture Partners, JITO Angel Network, LetsVenture",3000000.0,Seed Round,2020,False
2208,IncubateHub,2015.3634204275534,Bengaluru,Tech hub,Provides platform for Corporates to connect establish brand presence among innovation community,Rajiv Mukherjee,Venture Catalysts,3000000.0,Series A,2020,False
2209,Rage Coffee,2015.3634204275534,Delhi,FMCG,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,Bharat Sethi,Refex Capital,3000000.0,Series A,2020,False
2210,Skilancer,2015.3634204275534,Noida,Technology,Solar module cleaning system [MCS] providers,Neeraj Kumar,Venture Catalysts,3000000.0,Series A,2020,False
2211,Harappa Education,2015.3634204275534,New Delhi,Edtech,Provides online courses on foundational skills,Pramath Raj Sinha,James Murdoch-led Lupa Systems,3000000.0,Series A,2020,False
2212,Rheo,2015.3634204275534,India,Entertainment,Online e-sports streaming and community platform,Gaurav Munjal,"Lightspeed Venture Partners, Sequoia Surge",2000000.0,Series A,2020,False
2213,Axio Biosolutions,2015.3634204275534,Bangalore,Medtech,Medical device manufacturer,Leo Mavely,Omidyar Network India,5200000.0,Series B,2020,False
2214,Techbooze,2015.3634204275534,India,Consultancy,"Business Development, Consulting and Funding facilitator for Startups Enterprise",Mr. Subhashis Kar,Space Capital,15000000.0,Series A,2020,False
2215,PayMart,2015.0,Chandigarh,Fintech,Provides cardless cash withdrawals through small merchants shops,Amit Narang,"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",3000000.0,Series A,2020,False
2216,Testbook,2015.3634204275534,India,Edtech,Helps students prepare online for competitive exams,"Praveen Agrawal, Yadvendar Champawat, Manoj Munna, Abhishek Sagar, Ashutosh Kumar, Narendra Agrawal",Iron Pillar,8400000.0,Series B,2020,False
2217,FabAlley,2012.0,Noida,Ecommerce,Online fashion store,"Tanvi Malik, Shivani Poddar.",Trifecta Capital,1100000.0,Series A,2020,True
2218,HaikuJAM,2015.3634204275534,India,Fintech,Creative writing mobile platform,Neer Sharma,"Lightbox. Social Capital, Dunce Capital",3400000.0,Series A,2020,False
2219,Mamaearth,2015.3634204275534,India,Ecommerce,Online baby and mother care brand,"Ghazal Alagh, Varun Alagh",Sequoia India,18300000.0,Series A,2020,False
2220,Rentomojo,2014.0,India,Rental,"Furniture, electronics, and appliance-centric consumer leasing platform",Geetansh Bamania,GMO Payment Gateway,2000000.0,Series A,2020,False
2221,Zomato,2015.3634204275534,India,Foodtech,Online food delivery and restaurant discovery platform,Deepinder Goyal,Ant Financial,150000000.0,Series A,2020,False
2222,Byju,2011.0,India,Edtech,Provides online learning classes,Byju Raveendran,Tiger Global,200000000.0,Series A,2020,True
2223,Generico,2015.3634204275534,Mumbai,Pharmacy,Generic medicine focussed retail chain,Siddharth Gadia,Alteria Capital,1400000.0,Series A,2020,False
2224,HighRadius,2016.0,Hyderabad,SaaS,"An AI-based platform, to automate accounts receivables and treasury processes.",Sashi Narahari,ICONIQ Capital,125000000.0,Series B,2020,False
2225,Chai Kings,2015.3634204275534,Chennai,Beverage,It offers a range of tea in various flavour,"Jahabar Sadique, Balaji Sadagopan",The Chennai Angels (TCA),1000000.0,Series A,2020,False
2226,Rivigo,2014.0,Gurugram,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra",Trifecta Capital,3400000.0,Series F,2020,False
2227,BuildPan,2019.0,Indore,SaaS,"It helps developers to test, integrate and deploy apps","Sonal Khandelwal, Vaibhav Tiwari","HNIs in India, Japan, and the US",3000000.0,Seed Round,2020,False
2228,Shiksha,2008.0,India,Edtech,It makes college selection easy for students looking to pursue UG and PG courses in India and abroad,Kanav Sachdeva,Mumbai Angels Network,181000.0,Series A,2020,True
2229,Super Surfaces,2015.3634204275534,Hyderabad,Deisgning,A design solution based company,Kumar Varma,Vishnu Reddy,500000.0,Series A,2020,False
2230,Quicko,2015.3634204275534,Ahmedabad,Taxation,Online tax planning and filing platform,Vishvajit Sonagara,"Zerodha fintech fund, Rainmatter",280000.0,Series A,2020,False
2231,Satin Creditcare,2015.3634204275534,Gurgaon,Fintech,A micro finance company,Unknown,Austrian Bank,15000000.0,Series A,2020,False
2232,XpressBees,2015.0,India,Logistics,Provides end to end supply chain solutions,"Supam Maheshwari, Amitava Saha",Alibaba,10000000.0,Series A,2020,False
2233,FarmERP,2001.0,Pune,Agritech,Smart agriculture management ERP software platform,"Santosh Shinde, Sanjay Borkar",TechnoGen,3000000.0,Series A,2020,True
2234,Wealth Bucket,2018.0,India,Fintech,An online platform for mutual fund investments,"Himanshu Jain, Pulkit Jain","NorthStar, Vinod Khatumal",3000000.0,Series A,2020,False
2235,GoMechanic,2016.0,Delhi,Automobile Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020,False
2236,Fashor,2017.0,Chennai,Fashion,Women’s fashion and apparel,"Vikram Kankaria, Priyanka Kankaria",Sprout venture partners,1000000.0,Pre Series A,2020,False
2237,Leverage Edu,2015.3634204275534,Delhi,Edtech,AI enabled marketplace that provides career guidance,Akshay Chaturvedi,"DSG Consumer Partners, Blume Ventures",1500000.0,Series A,2020,False
2238,EpiFi,2015.3634204275534,India,Fintech,It offers customers with a single interface for all their financial and banking mandates,"Sujith Narayanan, Sumit Gwalani","Sequoia India, Ribbit Capital",13200000.0,Seed Round,2020,False
2239,Purplle,2012.0,Mumbai,Cosmetics,Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Verlinvest,8000000.0,Series A,2020,True
2240,Shuttl,2015.0,Delhi,Transport,App based bus aggregator serice,"Amit Singh, Deepanshu Malviya",SIG Global India Fund LLP.,8043000.0,Series C,2020,False
2241,Pando,2017.0,Chennai,Logitech,Networked logistics management software,"Jayakrishnan, Abhijeet Manohar",Chiratae Ventures,9000000.0,Series A,2020,False
2242,Bombay Shaving,2015.0,India,Ecommerce,Provides a range of male grooming products,Shantanu Deshpande,Sixth Sense Ventures,6300000.0,Series A,2019,False
2243,Ruangguru,2014.0,Mumbai,Edtech,"A learning platform that provides topic-based journey, animated videos, quizzes, infographic and mock tests to students","Adamas Belva Syah Devara, Iman Usman.",General Atlantic,150000000.0,Series C,2019,False
2244,Eduisfun,2016.0017647330476,Mumbai,Edtech,It aims to make learning fun via games.,Jatin Solanki,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey",28000000.0,Fresh funding,2019,False
2245,HomeLane,2014.0,Chennai,Interior design,Provides interior designing solutions,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs",30000000.0,Series D,2019,False
2246,Nu Genes,2004.0,Telangana,AgriTech,"It is a seed company engaged in production, processing and marketing of seeds",Narayana Reddy Punyala,Innovation in Food and Agriculture (IFA),6000000.0,Series A,2019,True
2247,FlytBase,2016.0017647330476,Pune,Technology,A drone automation platform,Nitin Gupta,Undisclosed,8000000.0,Series A,2019,False
2248,Finly,2016.0017647330476,Bangalore,SaaS,"It builds software products that makes work simpler, pleasant, and productive","Vivek AG, Veekshith C Rai","Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog.",8000000.0,Series A,2019,False
2249,Kratikal,2013.0,Noida,Technology,It is a product-based cybersecurity solutions provider,"Pavan Kushwaha, Paratosh Bansal, Dip Jung Thapa","Gilda VC, Art Venture, Rajeev Chitrabhanu.",1000000.0,Pre series A,2019,True
2250,Quantiphi,2016.0017647330476,India,AI & Tech,It is an AI and big data services company providing business solutions.,Renuka Ramnath,Multiples Alternate Asset Management,20000000.0,Series A,2019,False
2251,Lenskart,2010.0,Delhi,E-commerce,It is a eyewear company,"Peyush Bansal, Amit Chaudhary, Sumeet Kapahi",SoftBank,275000000.0,Series G,2019,True
2252,Cub McPaws,2010.0,Mumbai,E-commerce & AR,A B2C  brand that focusses on premium and comfortable merchandise for Generation Alpha – kids,"Abhay Bhat, Kinnar Shah",Venture Catalysts,8000000.0,Series A,2019,True
2253,Appnomic,2016.0017647330476,Bangalore,SaaS,"It is a self-healing enterprise, the IT operations software detects, predicts and prevents problems before they happen",D Padmanabhan,Avataar Ventures,22000000.0,Series A,2019,False
2254,Kaleidofin,2018.0,Chennai,Fintech,Platform that provides complete financial solutions for excluded individuals and households,"Puneet Gupta, Sucharita Mukherjee",Oikocredit,5000000.0,Series A,2019,False
2255,JobSquare,2019.0,Ahmedabad,HR tech,Technology-based platform that is connecting suitable applicants to the right recruiters,Ishit Jethwa,Titan Capital,140500.0,Series A,2019,False
2256,Open Secret,2016.0017647330476,India,Food tech,It produces and sells top quality snacks,"Ahana Gautam, Udit Kejriwal",Matrix Partners,8000000.0,Series A,2019,False
2257,LivFin,2017.0,Delhi,Fintech,"Grants small business loans, supply chain finance and working capital loans to small and medium enterprises",Rakesh Malhotra,German development finance institution DEG,5000000.0,Series A,2019,False
2258,Byju's,2011.0,India,Edtech,Provides online learning classes,Byju Raveendran,"South Africa’s Naspers Ventures, the CPP Investment Board",540000000.0,Series A,2019,True
2259,Zest Money,2015.0,Bangalore,Fintech,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,"Chapman, Priya Sharma, Ashish Anantharaman",Goldman Sachs.,15000000.0,Series B,2019,False
2260,Witblox,2014.0,India,Edtech,Offers a range of robotics learning tools,Amit Modi,Mumbai Angels Network,182700.0,Series A,2019,False
2261,Azah Personal Care Pvt. Ltd.,2018.0,Gurugram,Health,Aims to solve some problems in the feminine hygiene sector,"Mohammed, Shashwat Diesh","Kunal Bahl, Rohit Bansal.",8000000.0,Pre series A,2019,False
2262,SalaryFits,2015.0,India,Fintech,A platform that promotes financial well-being of employees at workplace,Renato Araujo,Brazilian VC Fund Confrapar,5000000.0,Series A,2019,False
2263,Pristyn Care,2018.0,India,Healthcare,Delivers advanced medical care & clinical excellence aided by next-level technology,"Harsimarbir Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList.",12000000.0,Series B,2019,False
2264,Springboard,2013.0,India,Edtech,Offers online courses and extensive mentor-based learning,"Gautam Tambay, Parul Gupta",Reach Capital,11000000.0,Post series A,2019,True
2265,DROR Labs Pvt. Ltd,2018.0,Delhi,Safety tech,It uses technology to create a trust-based network of responsible citizens to ensure safety,"Dhiraj Naubhar, Dheeraj Bansal",Inflection Point Ventures,8000000.0,Series A,2019,False
2266,Medlife,2014.0,Bangalore,Pharmaceutical,It solves inadequacies in the healthcare delivery system through technology,"Tushar Kumar, Prashant Singh",Wilson Global Opportunities Fund,15500000.0,Series A,2019,False
2267,Seekify,2019.0,Delhi,SaaS,Customer Experience (CX) Automation platform,"Arihant Jain, Ajeet Kushwaha",Sequoia Capita,1500000.0,Seed funding,2019,False
2268,Toffee Insurance,2017.0,Haryana,Insurance technology,Provides variety of insurance plans and policies,"Nishant Jain, Rohan Kumar",IVM Intersurer,5500000.0,Series A,2019,False
2269,Fireflies .ai,2016.0017647330476,India,AI,Developer of an artificial intelligence-powered assistant for businesses,Sam Udotong,Canaan Partners,5000000.0,Series A,2019,False
2270,HungerBox,2015.0,Bangalore,Foodtech,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Sandipan Mitra, Uttam Kumar","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",12000000.0,Series C,2019,False
2271,Bijak,2019.0,India,AgriTech,B2B platform for agricultural commodities.,"Nukul Upadhye, Mahesh Jakhotia, Jitender Bedwal, Daya Rai, Nikhil Tripathi","Omnivore and Omidyar Network India, Sequoia Capital",2500000.0,Seed fund,2019,False
2272,Licious,2016.0017647330476,Bangalore,Food,Online meat shop,"Vivek Gupta, Abhay Hanjura",Vertex Growth Fund,30000000.0,Series E,2019,False
2273,truMe,2016.0017647330476,India,IoT,A global platform for Identity and Access Management,"Babu Dayal, Pramod Uniyal, Lalit Mehta",Rajan Kaistha,140000.0,Series A,2019,False
2274,Pumpkart,2014.0,Chandigarh,E-marketplace,B2B model for appliances and electrical products,KS Bhatia,Dinesh Dua,8000000.0,Series A,2019,False
2275,Asteria Aerospace,2011.0,Bangalore,Robotics & AI,"Develops drones that are used by the military, paramilitary, police forces and in various industries.","Neel Mehta, Nihar Vartak",Reliance Industries,230000000.0,Series A,2019,True
2276,Rivigo,2014.0,India,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies","Deepak Garg, Gazal Kalra","SAIF Partners India VI Ltd, Spring Canter Investment Ltd",20000000.0,Series F,2019,False
2277,HappyEasyGo,2017.0,Gurugram,Travel,Online flight booking,"Vivek Prabhakar, Boris Zha","Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",49400000.0,Series B+,2019,False
